Name,Mass,Radius,Orbit,Smass,Distance,Habitable,Method,Year,
Kepler-517 b,3.62,2.67,0.3,0.95,284,0,Transit,2016,
Kepler-518 b,12.69,2.11,0.08,0.96,324,0,Transit,2016,
Kepler-519 b,12.42,2.09,0.16,0.89,234,0,Transit,2016,
Kepler-520 b,5.02,1.66,0.15,1.1,492,0,Transit,2016,
Kepler-520 c,1.07,1.06,0.06,1.1,492,0,Transit,2016,
Kepler-521 b,6.33,3.18,0.17,1.34,737,0,Transit,2016,
Kepler-522 b,66.64,6.9,0.26,1.54,749,0,Transit,2016,
Kepler-523 b,9.51,1.96,0.06,0.93,270,0,Transit,2016,
Kepler-524 b,8.48,1.9,0.08,1.09,730,0,Transit,2016,
Kepler-524 c,0.77,0.96,0.03,1.09,730,0,Transit,2016,
Kepler-525 b,3.47,2.63,0.14,0.95,566,0,Transit,2016,
Kepler-526 b,10.17,1.99,0.06,1.15,504,0,Transit,2016,
Kepler-527 b,4.4,2.83,0.12,1.28,901,0,Transit,2016,
Kepler-528 b,12.15,2.08,0.14,1.01,711,0,Transit,2016,
Kepler-529 b,7.73,1.86,0.03,1.07,787,0,Transit,2016,
Kepler-529 c,10.17,1.99,0.11,1.07,787,0,Transit,2016,
Kepler-530 b,5.34,3.01,0.22,0.97,464,0,Transit,2016,
Kepler-531 b,4.13,2.78,0.17,0.78,254,0,Transit,2016,
Kepler-532 b,3.19,2.56,0.1,0.87,325,0,Transit,2016,
Kepler-533 b,7.65,3.38,0.17,0.78,305,0,Transit,2016,
Kepler-534 b,16.46,2.24,0.13,1.05,473,0,Transit,2016,
Kepler-535 b,20.8,2.36,0.06,1.18,678,0,Transit,2016,
Kepler-536 b,5.85,3.1,0.03,0.92,446,0,Transit,2016,
Kepler-537 b,2.81,1.41,0.04,1.07,465,0,Transit,2016,
Kepler-538 b,17.18,2.26,0.36,0.96,165,0,Transit,2016,
Kepler-539 b,0.97,8.37,0.46,1.05,313,0,Transit,2016,
Kepler-539 c,2.4,1.35,1.72,1.05,313,0,Transit,2016,
Kepler-540 b,3.82,2.71,0.61,1.02,350,0,Transit,2016,
Kepler-541 b,7.49,3.36,0.06,1.41,1020,0,Transit,2016,
Kepler-542 b,4.09,1.57,0.11,0.93,439,0,Transit,2016,
Kepler-543 b,26.81,2.5,0.1,0.7,212,0,Transit,2016,
Kepler-544 b,12.97,2.12,0.16,1.16,797,0,Transit,2016,
Kepler-545 b,3.72,2.69,0.11,1.04,831,0,Transit,2016,
Kepler-546 b,69.47,6.99,0.05,1.11,896,0,Transit,2016,
Kepler-547 b,12.72,4,0.06,0.78,361,0,Transit,2016,
Kepler-548 b,,11.98,0.05,0.93,776,0,Transit,2016,
Kepler-549 b,3.19,2.56,0.23,0.88,648,0,Transit,2016,
Kepler-549 c,4.86,2.92,0.45,0.88,648,0,Transit,2016,
Kepler-550 b,17.1,4.41,0.08,0.87,563,0,Transit,2016,
Kepler-551 b,3.92,2.73,0.09,0.65,312,0,Transit,2016,
Kepler-552 b,12.19,3.94,0.06,1.03,834,0,Transit,2016,
Kepler-553 b,19.68,4.63,0.05,0.92,725,0,Transit,2016,
Kepler-553 c,594.75,11.19,0.91,0.92,725,0,Transit,2016,
Kepler-554 b,15.71,4.29,0.03,0.93,642,0,Transit,2016,
Kepler-555 b,4.34,2.82,0.13,1.03,772,0,Transit,2016,
Kepler-556 b,16.46,2.24,0.1,1,729,0,Transit,2016,
Kepler-557 b,3.62,2.67,0.05,1.11,1126,0,Transit,2016,
Kepler-558 b,20.8,2.36,0.17,0.85,652,0,Transit,2016,
Kepler-559 b,9.31,3.61,0.13,0.96,793,0,Transit,2016,
Kepler-560 b,5.68,1.71,0.1,0.34,88,0,Transit,2016,
Kepler-561 b,68.4,6.96,0.29,0.96,667,0,Transit,2016,
Kepler-561 c,3.67,2.68,0.06,0.96,667,0,Transit,2016,
Kepler-562 b,28.06,5.21,0.13,0.93,822,0,Transit,2016,
Kepler-563 b,5.79,3.09,0.14,0.8,557,0,Transit,2016,
Kepler-564 b,19.68,4.63,0.05,0.95,830,0,Transit,2016,
Kepler-565 b,9.57,3.64,0.05,0.98,1041,0,Transit,2016,
Kepler-566 b,13.85,2.15,0.13,0.83,628,0,Transit,2016,
Kepler-567 b,16.81,2.25,0.12,0.84,568,0,Transit,2016,
Kepler-568 b,17.18,2.26,0.08,0.55,126,0,Transit,2016,
Kepler-569 b,6.19,3.16,0.2,0.95,645,0,Transit,2016,
Kepler-570 b,24.64,2.45,0.05,0.93,642,0,Transit,2016,
Kepler-571 b,3.52,2.64,0.05,0.93,756,0,Transit,2016,
Kepler-572 b,3.24,2.58,0.12,0.83,532,0,Transit,2016,
Kepler-573 b,4.18,2.79,0.15,0.99,758,0,Transit,2016,
Kepler-574 b,21.7,2.39,0.07,0.95,747,0,Transit,2016,
Kepler-575 b,21.7,2.39,0.09,0.97,852,0,Transit,2016,
Kepler-576 b,6.9,3.27,0.19,0.99,698,0,Transit,2016,
Kepler-577 b,3.1,2.54,0.16,0.78,549,0,Transit,2016,
Kepler-578 b,10.17,1.99,0.03,0.87,568,0,Transit,2016,
Kepler-579 b,10.17,1.99,0.09,0.99,663,0,Transit,2016,
Kepler-580 b,3.19,2.56,0.07,0.67,333,0,Transit,2016,
Kepler-581 b,3.47,2.63,0.23,1,833,0,Transit,2016,
Kepler-582 b,9.85,3.67,0.13,0.93,751,0,Transit,2016,
Kepler-583 b,17.55,2.27,0.07,0.94,805,0,Transit,2016,
Kepler-584 b,14.86,4.21,0.22,1.17,1445,0,Transit,2016,
Kepler-585 b,4.34,2.82,0.04,0.96,604,0,Transit,2016,
Kepler-586 b,4.18,2.79,0.03,0.94,707,0,Transit,2016,
Kepler-587 b,16.11,2.23,0.09,0.92,852,0,Transit,2016,
Kepler-588 b,3.47,2.63,0.05,1.01,972,0,Transit,2016,
Kepler-589 b,17.55,2.27,0.12,0.88,643,0,Transit,2016,
Kepler-590 b,12.94,4.02,0.07,1.1,986,0,Transit,2016,
Kepler-591 b,7.65,3.38,0.36,0.97,793,0,Transit,2016,
Kepler-592 b,21.7,2.39,0.04,1.04,1034,0,Transit,2016,
Kepler-593 b,4.57,2.87,0.15,1.08,1016,0,Transit,2016,
Kepler-594 b,14.46,2.17,0.11,0.91,742,0,Transit,2016,
Kepler-595 b,10.98,3.81,0.16,0.87,639,0,Transit,2016,
Kepler-596 b,8.21,3.46,0.16,1.21,1083,0,Transit,2016,
Kepler-597 b,20.8,2.36,0.11,0.97,660,0,Transit,2016,
Kepler-598 b,3.49,1.5,0.04,0.87,686,0,Transit,2016,
Kepler-599 b,4.4,2.83,0.12,0.83,627,0,Transit,2016,
Kepler-600 b,4.74,2.9,0.15,0.84,624,0,Transit,2016,
Kepler-601 b,8.48,1.9,0.06,0.85,429,0,Transit,2016,
Kepler-602 b,12.15,2.08,0.12,1.08,971,0,Transit,2016,
Kepler-603 b,3.52,2.64,0.15,1.01,967,0,Transit,2016,
Kepler-603 c,55.06,6.5,0.5,1.01,967,0,Transit,2016,
Kepler-603 d,2.23,1.32,0.07,1.01,967,0,Transit,2016,
Kepler-604 b,3.28,2.59,0.17,1.02,981,0,Transit,2016,
Kepler-605 b,2.97,1.43,0.04,0.91,570,0,Transit,2016,
Kepler-605 c,0.53,0.86,0.03,0.91,570,0,Transit,2016,
Kepler-606 b,7.12,3.3,0.17,1.13,1208,0,Transit,2016,
Kepler-607 b,0.56,0.87,0.01,0.84,500,0,Transit,2016,
Kepler-608 b,9.57,3.64,0.07,1,926,0,Transit,2016,
Kepler-609 b,7.42,3.35,0.07,1.09,1143,0,Transit,2016,
Kepler-610 b,14.63,4.19,0.07,1.1,1113,0,Transit,2016,
Kepler-610 c,7.04,3.29,0.57,1.1,1113,0,Transit,2016,
Kepler-611 b,4.89,1.65,0.04,1.01,906,0,Transit,2016,
Kepler-612 b,4.4,2.83,0.05,0.98,932,0,Transit,2016,
Kepler-613 b,17.93,2.28,0.12,0.98,864,0,Transit,2016,
Kepler-614 b,21.7,2.39,0.11,0.85,571,0,Transit,2016,
Kepler-615 b,5.96,1.74,0.08,0.73,330,0,Transit,2016,
Kepler-616 b,23.62,2.43,0.09,0.98,1019,0,Transit,2016,
Kepler-616 c,7.81,3.4,0.39,0.98,1019,0,Transit,2016,
Kepler-617 b,2.23,1.32,0.02,0.51,150,0,Transit,2016,
Kepler-618 b,3.33,2.6,0.05,1.05,1115,0,Transit,2016,
Kepler-619 b,6.19,3.16,0.06,1.09,1111,0,Transit,2016,
Kepler-619 c,5.4,1.69,0.02,1.09,1111,0,Transit,2016,
Kepler-620 b,7.19,3.32,0.11,1.15,1241,0,Transit,2016,
Kepler-621 b,18.31,2.3,0.03,0.72,389,0,Transit,2016,
Kepler-622 b,13.26,2.13,0.1,0.64,259,0,Transit,2016,
Kepler-623 b,5.34,3.01,0.08,0.9,811,0,Transit,2016,
Kepler-624 b,18.71,2.31,0.12,1.1,731,0,Transit,2016,
Kepler-625 b,10.17,1.99,0.08,1.04,502,0,Transit,2016,
Kepler-625 c,1.03,1.05,0.05,1.04,502,0,Transit,2016,
Kepler-626 b,17.93,2.28,0.12,1.01,690,0,Transit,2016,
Kepler-627 b,10.31,3.73,0.25,1.3,1143,0,Transit,2016,
Kepler-628 b,129.99,8.39,0.12,1,579,0,Transit,2016,
Kepler-629 b,2.58,1.38,0.07,0.93,383,0,Transit,2016,
Kepler-630 b,6.33,3.18,0.58,1.02,657,0,Transit,2016,
Kepler-631 b,4.74,2.9,0.14,1.24,843,0,Transit,2016,
Kepler-632 b,15.43,2.21,0.19,0.91,349,0,Transit,2016,
Kepler-633 b,4.65,1.62,0.08,1.02,634,0,Transit,2016,
Kepler-634 b,8.29,1.89,0.06,1.03,757,0,Transit,2016,
Kepler-635 b,3.52,2.64,0.18,1.33,826,0,Transit,2016,
Kepler-636 b,17.49,4.45,0.12,0.85,341,0,Transit,2016,
Kepler-637 b,21.29,4.75,0.19,1.64,1575,0,Transit,2016,
Kepler-638 b,7.21,1.83,0.06,0.88,426,0,Transit,2016,
Kepler-639 b,21.25,2.37,0.1,1.14,680,0,Transit,2016,
Kepler-640 b,3.15,2.55,0.16,1.01,538,0,Transit,2016,
Kepler-641 b,7.56,1.85,0.09,1.02,673,0,Transit,2016,
Kepler-642 b,4.74,2.9,0.06,1.4,1022,0,Transit,2016,
Kepler-643 b,297.6,10.15,0.13,1,1029,0,Transit,2016,
Kepler-644 b,6.12,3.15,0.05,1.49,1413,0,Transit,2016,
Kepler-645 b,12.42,2.09,0.04,1.13,901,0,Transit,2016,
Kepler-646 b,10.17,1.99,0.12,0.93,513,0,Transit,2016,
Kepler-647 b,1.45,1.16,0.13,1.03,789,0,Transit,2016,
Kepler-648 b,6.54,3.21,0.13,1.05,665,0,Transit,2016,
Kepler-649 b,17.18,2.26,0.19,0.97,525,0,Transit,2016,
Kepler-650 b,5.04,2.96,0.04,1.08,805,0,Transit,2016,
Kepler-651 b,20.8,2.36,0.15,0.92,537,0,Transit,2016,
Kepler-652 b,26.25,2.49,0.05,0.97,423,0,Transit,2016,
Kepler-653 b,9.29,1.95,0.12,1.02,593,0,Transit,2016,
Kepler-653 c,0.39,0.78,0.02,1.02,593,0,Transit,2016,
Kepler-654 b,11.88,2.07,0.11,1.04,661,0,Transit,2016,
Kepler-655 b,3.82,2.71,0.26,1.15,783,0,Transit,2016,
Kepler-656 b,5.92,3.11,0.02,0.86,867,0,Transit,2016,
Kepler-657 b,8.62,3.52,0.17,1.01,1244,0,Transit,2016,
Kepler-658 b,4.65,1.62,0.02,0.63,341,0,Transit,2016,
Kepler-659 b,26.81,2.5,0.12,0.79,688,0,Transit,2016,
Kepler-660 b,3.19,2.56,0.08,0.75,564,0,Transit,2016,
Kepler-661 b,5.66,3.07,0.06,0.7,558,0,Transit,2016,
Kepler-662 b,14.46,2.17,0.14,0.79,641,0,Transit,2016,
Kepler-663 b,3.33,2.6,0.05,0.86,1030,0,Transit,2016,
Kepler-664 b,3.57,2.65,0.04,1.01,1386,0,Transit,2016,
Kepler-665 b,3.33,2.6,0.11,0.79,651,0,Transit,2016,
Kepler-666 b,22.16,2.4,0.05,1.03,1330,0,Transit,2016,
Kepler-667 b,20.99,4.73,0.23,0.91,907,0,Transit,2016,
Kepler-668 b,3.77,2.7,0.08,0.87,877,0,Transit,2016,
Kepler-669 b,22.36,4.83,0.05,1.15,1778,0,Transit,2016,
Kepler-670 b,,13.17,0.04,0.99,980,0,Transit,2016,
Kepler-671 b,3.72,2.69,0.05,0.97,1139,0,Transit,2016,
Kepler-672 b,26.81,2.5,0.22,0.95,1011,0,Transit,2016,
Kepler-673 b,55.96,6.53,0.05,0.88,978,0,Transit,2016,
Kepler-674 b,5.4,1.69,0.03,0.6,302,0,Transit,2016,
Kepler-675 b,24.12,2.44,0.03,0.79,651,0,Transit,2016,
Kepler-676 b,5.46,3.04,0.08,0.51,243,0,Transit,2016,
Kepler-677 b,30.87,5.38,0.07,1,1180,0,Transit,2016,
Kepler-678 b,26.99,5.14,0.07,0.94,875,0,Transit,2016,
Kepler-679 b,5.34,3.01,0.1,0.87,968,0,Transit,2016,
Kepler-680 b,23.12,2.42,0.05,1.08,1342,0,Transit,2016,
Kepler-681 b,5.72,3.08,0.16,0.8,666,0,Transit,2016,
Kepler-682 b,82.66,7.37,0.1,0.92,951,0,Transit,2016,
Kepler-683 b,9.72,1.97,0.04,0.96,976,0,Transit,2016,
Kepler-684 b,7.49,3.36,0.07,0.89,1066,0,Transit,2016,
Kepler-685 b,379.23,10.57,0.03,1.11,1145,0,Transit,2016,
Kepler-686 b,,12.14,0.03,0.94,1203,0,Transit,2016,
Kepler-687 b,8.62,3.52,0.13,0.77,628,0,Transit,2016,
Kepler-688 b,243.48,9.76,0.05,0.98,1247,0,Transit,2016,
Kepler-689 b,4.68,2.89,0.15,0.91,1044,0,Transit,2016,
Kepler-690 b,41.91,5.95,0.08,1.11,1653,0,Transit,2016,
Kepler-691 b,12.15,2.08,0.06,0.53,239,0,Transit,2016,
Kepler-692 b,5.85,3.1,0.15,0.9,1000,0,Transit,2016,
Kepler-693 b,301.2,10.17,0.11,0.76,1002,0,Transit,2016,
Kepler-694 b,4.24,2.8,0.07,0.97,1023,0,Transit,2016,
Kepler-695 b,187.63,9.21,0.04,0.84,620,0,Transit,2016,
Kepler-696 b,46.17,6.14,0.05,1.06,1285,0,Transit,2016,
Kepler-697 b,13.94,4.12,0.05,0.92,1091,0,Transit,2016,
Kepler-698 b,9.85,3.67,0.12,0.94,1135,0,Transit,2016,
Kepler-699 b,,14.1,0.17,0.81,888,0,Transit,2016,
Kepler-700 b,42.64,5.98,0.36,0.98,1061,0,Transit,2016,
Kepler-701 b,4.4,2.83,0.09,0.88,755,0,Transit,2016,
Kepler-702 b,183.81,9.16,0.09,0.9,892,0,Transit,2016,
Kepler-703 b,119.5,8.2,0.06,1.18,1482,0,Transit,2016,
Kepler-704 b,3.38,2.61,0.05,0.97,1054,0,Transit,2016,
Kepler-705 b,12.69,2.11,0.23,0.53,251,1,Transit,2016,
Kepler-706 b,,13.16,0.22,0.87,810,0,Transit,2016,
Kepler-707 b,2.3,1.33,0.03,0.8,626,0,Transit,2016,
Kepler-708 b,4.86,2.92,0.04,0.97,1241,0,Transit,2016,
Kepler-709 b,4.86,2.92,0.12,0.8,668,0,Transit,2016,
Kepler-710 b,8.1,1.88,0.05,0.94,919,0,Transit,2016,
Kepler-711 b,7.81,3.4,0.15,0.84,664,0,Transit,2016,
Kepler-712 b,7.81,3.4,0.14,0.84,944,0,Transit,2016,
Kepler-712 c,22.67,4.85,0.69,0.84,944,0,Transit,2016,
Kepler-713 b,25.7,2.48,0.07,0.98,1003,0,Transit,2016,
Kepler-714 b,233.03,9.67,0.08,1.09,1460,0,Transit,2016,
Kepler-715 b,10.5,3.75,0.09,1.04,1214,0,Transit,2016,
Kepler-716 b,4.74,2.9,0.09,0.83,675,0,Transit,2016,
Kepler-717 b,23.12,2.42,0.05,0.88,1126,0,Transit,2016,
Kepler-718 b,,16.54,0.03,1.18,1520,0,Transit,2016,
Kepler-719 b,137.27,8.51,0.06,0.99,1427,0,Transit,2016,
Kepler-720 b,130.63,8.4,0.05,0.95,880,0,Transit,2016,
Kepler-721 b,3.52,2.64,0.06,0.82,848,0,Transit,2016,
Kepler-722 b,3.47,2.63,0.05,1.03,1375,0,Transit,2016,
Kepler-722 c,4.34,2.82,0.44,1.03,1375,0,Transit,2016,
Kepler-723 b,,12.19,0.05,0.92,965,0,Transit,2016,
Kepler-724 b,7.04,3.29,0.04,0.9,862,0,Transit,2016,
Kepler-725 b,389.88,10.62,0.22,0.88,778,0,Transit,2016,
Kepler-726 b,6.82,3.26,0.15,0.88,838,0,Transit,2016,
Kepler-727 b,3.06,2.53,0.06,0.89,892,0,Transit,2016,
Kepler-728 b,7.34,3.34,0.06,0.95,1236,0,Transit,2016,
Kepler-729 b,9.05,3.57,0.04,0.94,1271,0,Transit,2016,
Kepler-730 b,187.63,9.21,0.07,1,1455,0,Transit,2016,
Kepler-731 b,,13.87,0.05,1.03,1311,0,Transit,2016,
Kepler-732 b,14.46,2.17,0.07,0.49,150,0,Transit,2016,
Kepler-732 c,1.92,1.27,0.01,0.49,150,0,Transit,2016,
Kepler-733 b,4.34,2.82,0.14,0.9,980,0,Transit,2016,
Kepler-734 b,8.96,3.56,0.06,0.85,553,0,Transit,2016,
Kepler-735 b,4.98,2.95,0.09,0.85,790,0,Transit,2016,
Kepler-736 b,4.86,2.92,0.04,0.86,1007,0,Transit,2016,
Kepler-737 b,9.51,1.96,0.15,0.51,195,0,Transit,2016,
Kepler-738 b,26.81,2.5,0.16,0.86,992,0,Transit,2016,
Kepler-739 b,7.19,3.32,0.1,0.93,1128,0,Transit,2016,
Kepler-740 b,18.98,4.57,0.04,0.91,1262,0,Transit,2016,
Kepler-741 b,5.1,2.97,0.08,1.16,1530,0,Transit,2016,
Kepler-742 b,6.68,3.24,0.07,0.76,499,0,Transit,2016,
Kepler-743 b,1.65,1.21,0.04,0.94,258,0,Transit,2016,
Kepler-744 b,4.65,1.62,0.1,0.94,486,0,Transit,2016,
Kepler-745 b,14.15,2.16,0.09,1.04,1199,0,Transit,2016,
Kepler-746 b,1.23,1.11,0.04,0.91,450,0,Transit,2016,
Kepler-747 b,28.98,5.26,0.2,0.82,855,0,Transit,2016,
Kepler-748 b,3.02,2.52,0.08,1.07,1271,0,Transit,2016,
Kepler-749 b,5.85,3.1,0.12,0.79,753,0,Transit,2016,
Kepler-750 b,5.66,3.07,0.09,1.15,1181,0,Transit,2016,
Kepler-750 c,4.65,1.62,0.05,1.15,1181,0,Transit,2016,
Kepler-751 b,24.64,2.45,0.13,0.87,748,0,Transit,2016,
Kepler-752 b,4.29,2.81,0.13,0.87,1075,0,Transit,2016,
Kepler-753 b,8.48,1.9,0.06,0.68,278,0,Transit,2016,
Kepler-754 b,10.4,2,0.12,1.06,1192,0,Transit,2016,
Kepler-755 b,6.25,1.76,0.02,0.82,368,0,Transit,2016,
Kepler-755 c,1.86,1.25,0.04,0.82,368,0,Transit,2016,
Kepler-756 b,1.27,1.12,0.02,0.82,852,0,Transit,2016,
Kepler-757 b,2.44,1.36,0.02,1.08,1016,0,Transit,2016,
Kepler-758 b,25.7,2.48,0.11,1.16,1353,0,Transit,2016,
Kepler-758 c,5.4,1.69,0.06,1.16,1353,0,Transit,2016,
Kepler-758 d,12.97,2.12,0.15,1.16,1353,0,Transit,2016,
Kepler-758 e,3.69,1.52,0.08,1.16,1353,0,Transit,2016,
Kepler-759 b,17.55,2.27,0.24,1.04,892,0,Transit,2016,
Kepler-760 b,5.59,3.06,0.08,0.89,782,0,Transit,2016,
Kepler-760 c,3.31,1.48,0.03,0.89,782,0,Transit,2016,
Kepler-761 b,10.88,2.03,0.09,0.95,867,0,Transit,2016,
Kepler-762 b,,12.67,0.05,1.06,1465,0,Transit,2016,
Kepler-763 b,1.7,1.22,0.02,0.84,902,0,Transit,2016,
Kepler-764 b,4.77,1.64,0.07,0.92,1013,0,Transit,2016,
Kepler-765 b,23.62,2.43,0.18,1.05,1000,0,Transit,2016,
Kepler-766 b,7.65,3.38,0.07,1.1,1614,0,Transit,2016,
Kepler-767 b,58.73,6.63,0.57,0.96,1185,0,Transit,2016,
Kepler-768 b,6.72,1.79,0.09,0.82,795,0,Transit,2016,
Kepler-769 b,4.86,2.92,0.08,1.19,1362,0,Transit,2016,
Kepler-769 c,6.72,1.79,0.13,1.19,1362,0,Transit,2016,
Kepler-770 b,18.31,2.3,0.14,0.94,761,0,Transit,2016,
Kepler-770 c,1.59,1.2,0.02,0.94,761,0,Transit,2016,
Kepler-770 d,2.73,1.4,0.05,0.94,761,0,Transit,2016,
Kepler-771 b,7.04,1.81,0.08,1.03,1000,0,Transit,2016,
Kepler-772 b,7.04,1.81,0.11,0.98,689,0,Transit,2016,
Kepler-773 b,2.97,1.43,0.05,1.04,528,0,Transit,2016,
Kepler-774 b,6.26,3.17,0.11,1.57,1190,0,Transit,2016,
Kepler-775 b,1.54,1.19,0.02,0.92,400,0,Transit,2016,
Kepler-776 b,1.98,1.28,0.05,0.83,727,0,Transit,2016,
Kepler-777 b,3.22,1.47,0.05,0.58,383,0,Transit,2016,
Kepler-778 b,5.27,1.68,0.04,0.81,899,0,Transit,2016,
Kepler-779 b,0.66,0.92,0.06,0.46,224,0,Transit,2016,
Kepler-780 b,0.58,0.88,0.02,1.01,520,0,Transit,2016,
Kepler-781 b,4.68,2.89,0.1,0.81,1036,0,Transit,2016,
Kepler-782 b,6.46,3.2,0.57,0.98,412,0,Transit,2016,
Kepler-783 b,0.39,0.78,0.05,0.93,544,0,Transit,2016,
Kepler-784 b,4.2,1.58,0.2,1,604,0,Transit,2016,
Kepler-785 b,,13.01,0.03,0.77,666,0,Transit,2016,
Kepler-786 b,23.62,2.43,0.26,0.81,512,0,Transit,2016,
Kepler-787 b,1.98,1.28,0.02,0.65,468,0,Transit,2016,
Kepler-788 b,3.1,2.54,0.08,1.16,1649,0,Transit,2016,
Kepler-789 b,12.97,2.12,0.08,1.01,915,0,Transit,2016,
Kepler-790 b,14.46,2.17,0.11,0.84,727,0,Transit,2016,
Kepler-791 b,5.53,3.05,0.13,1.3,1447,0,Transit,2016,
Kepler-792 b,9.51,1.96,0.1,1.09,1205,0,Transit,2016,
Kepler-793 b,2.51,1.37,0.05,0.98,794,0,Transit,2016,
Kepler-794 b,12.69,2.11,0.1,1.19,763,0,Transit,2016,
Kepler-795 b,5.27,1.68,0.18,0.94,458,0,Transit,2016,
Kepler-796 b,2.1,1.3,0.07,0.93,377,0,Transit,2016,
Kepler-797 b,14.46,2.17,0.17,0.96,752,0,Transit,2016,
Kepler-798 b,21.7,2.39,0.12,1.19,1085,0,Transit,2016,
Kepler-799 b,65.95,6.88,0.5,0.95,1029,0,Transit,2016,
Kepler-800 b,4.45,2.84,0.11,0.85,1049,0,Transit,2016,
Kepler-801 b,10.17,1.99,0.09,0.67,419,0,Transit,2016,
Kepler-802 b,8.79,3.54,0.22,0.93,828,0,Transit,2016,
Kepler-803 b,10.78,3.79,0.27,1.05,615,0,Transit,2016,
Kepler-804 b,9.09,1.94,0.12,1.01,648,0,Transit,2016,
Kepler-804 c,1.35,1.14,0.09,1.01,648,0,Transit,2016,
Kepler-805 b,4.68,2.89,0.2,1.19,657,0,Transit,2016,
Kepler-806 b,1.35,1.14,0.08,0.99,260,0,Transit,2016,
Kepler-807 b,345.47,10.42,0.48,1.04,1312,0,Transit,2016,
Kepler-808 b,3.14,1.46,0.01,0.76,321,0,Transit,2016,
Kepler-809 b,5.34,3.01,0.28,0.99,933,0,Transit,2016,
Kepler-810 b,8.88,1.93,0.05,1.03,1554,0,Transit,2016,
Kepler-811 b,3.77,2.7,0.16,1.01,847,0,Transit,2016,
Kepler-812 b,8.87,3.55,0.1,1.45,1482,0,Transit,2016,
Kepler-813 b,13.55,2.14,0.14,0.95,840,0,Transit,2016,
Kepler-814 b,12.97,2.12,0.07,1.15,1327,0,Transit,2016,
Kepler-815 b,13.82,4.11,0.09,1.25,1199,0,Transit,2016,
Kepler-816 b,312.37,10.24,0.09,0.9,1059,0,Transit,2016,
Kepler-817 b,172.88,9.03,0.05,1.03,1401,0,Transit,2016,
Kepler-818 b,26.46,5.11,0.09,0.94,967,0,Transit,2016,
Kepler-819 b,4.02,2.76,0.19,0.86,722,0,Transit,2016,
Kepler-820 b,44.88,6.08,0.53,1.23,989,0,Transit,2016,
Kepler-821 b,2.17,1.31,0.03,0.84,619,0,Transit,2016,
Kepler-822 b,6.4,1.77,0.04,1.06,956,0,Transit,2016,
Kepler-823 b,4.09,1.57,0.05,0.98,896,0,Transit,2016,
Kepler-824 b,7.92,1.87,0.06,1.15,1352,0,Transit,2016,
Kepler-825 b,3.69,1.52,0.05,1.03,820,0,Transit,2016,
Kepler-825 c,7.38,1.84,0.08,1.03,820,0,Transit,2016,
Kepler-826 b,1.86,1.25,0.05,1.05,649,0,Transit,2016,
Kepler-827 b,35.33,5.62,0.27,0.93,1352,0,Transit,2016,
Kepler-828 b,3.59,1.51,0.01,0.81,625,0,Transit,2016,
Kepler-829 b,12.69,2.11,0.07,0.98,954,0,Transit,2016,
Kepler-830 b,5.54,1.7,0.1,1.07,1122,0,Transit,2016,
Kepler-831 b,1.92,1.27,0.06,0.99,577,0,Transit,2016,
Kepler-832 b,11.62,2.06,0.07,0.92,1346,0,Transit,2016,
Kepler-833 b,10.64,2.02,0.12,0.64,421,0,Transit,2016,
Kepler-834 b,10.64,2.02,0.1,0.7,620,0,Transit,2016,
Kepler-835 b,4.18,2.79,0.1,1.08,2011,0,Transit,2016,
Kepler-836 b,3.92,2.73,0.1,1.03,1003,0,Transit,2016,
Kepler-837 b,3.15,2.55,0.12,0.85,846,0,Transit,2016,
Kepler-838 b,3.92,2.73,0.12,0.98,1210,0,Transit,2016,
Kepler-839 b,3.19,2.56,0.24,1.22,833,0,Transit,2016,
Kepler-840 b,,17.06,0.04,1.04,778,0,Transit,2016,
Kepler-841 b,28.42,5.23,0.46,0.85,1052,0,Transit,2016,
Kepler-842 b,4.42,1.6,0.02,0.78,552,0,Transit,2016,
Kepler-843 b,3.28,2.59,0.03,1.02,1247,0,Transit,2016,
Kepler-844 b,5.27,1.68,0.03,0.59,394,0,Transit,2016,
Kepler-845 b,11.12,2.04,0.02,0.79,471,0,Transit,2016,
Kepler-846 b,25.7,2.48,0.14,0.94,1233,0,Transit,2016,
Kepler-847 b,1.49,1.18,0.03,0.83,529,0,Transit,2016,
Kepler-848 b,5.54,1.7,0.07,1.01,797,0,Transit,2016,
Kepler-849 b,74.28,7.13,1.13,1.23,747,0,Transit,2016,
Kepler-850 b,6.56,1.78,0.07,1.06,1535,0,Transit,2016,
Kepler-851 b,5.27,1.68,0.08,0.89,869,0,Transit,2016,
Kepler-852 b,3.1,2.54,0.26,1.19,854,0,Transit,2016,
Kepler-853 b,5.4,1.69,0.08,1.3,610,0,Transit,2016,
Kepler-854 b,,16.71,0.03,1.17,741,0,Transit,2016,
Kepler-855 b,127.44,8.34,0.08,1.03,1043,0,Transit,2016,
Kepler-856 b,195.56,9.3,0.08,0.96,1175,0,Transit,2016,
Kepler-857 b,63.58,6.8,0.38,0.99,1039,0,Transit,2016,
Kepler-858 b,22.83,4.86,0.35,0.96,296,0,Transit,2016,
Kepler-859 b,5.79,3.09,0.14,0.81,915,0,Transit,2016,
Kepler-860 b,6.68,3.24,0.06,1.04,1295,0,Transit,2016,
Kepler-861 b,17.55,2.27,0.05,0.82,806,0,Transit,2016,
Kepler-862 b,15.43,2.21,0.04,0.88,806,0,Transit,2016,
